,MelSpectrogram,emotion
118,"[[-32.3613   -32.3613   -32.3613   ... -30.603966 -30.603966 -30.603966]
 [-31.025784 -31.025784 -31.025784 ... -48.210022 -48.210022 -48.210022]
 [-38.559372 -38.559372 -38.559372 ... -52.022324 -52.022324 -52.022324]
 ...
 [-71.14707  -71.14707  -71.14707  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
119,"[[-38.60074543 -38.60074543 -37.20124756 ... -41.06631278 -39.00226572
  -39.00226572]
 [-38.11524658 -38.11524658 -37.66844173 ... -49.19636383 -48.94082073
  -48.94082073]
 [-44.77215938 -44.77215938 -44.60911634 ... -59.39986641 -59.0007168
  -59.0007168 ]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
120,"[[-41.387375 -41.387375 -40.918724 ... -32.895405 -32.948833 -32.948833]
 [-44.457626 -44.457626 -45.04869  ... -50.421986 -51.400146 -51.400146]
 [-47.015236 -47.015236 -47.587467 ... -53.91323  -54.624374 -54.624374]
 ...
 [-80.       -80.       -80.       ... -79.77576  -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
121,"[[-41.387375 -41.387375 -40.918724 ... -32.895405 -32.948833 -32.948833]
 [-44.457626 -44.457626 -45.04869  ... -50.421986 -51.400146 -51.400146]
 [-47.015236 -47.015236 -47.587467 ... -53.91323  -54.624374 -54.624374]
 ...
 [-80.       -80.       -80.       ... -79.77576  -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
122,"[[-41.387375 -41.387375 -40.918724 ... -32.895405 -32.948833 -32.948833]
 [-44.457626 -44.457626 -45.04869  ... -50.421986 -51.400146 -51.400146]
 [-47.015236 -47.015236 -47.587467 ... -53.91323  -54.624374 -54.624374]
 ...
 [-80.       -80.       -80.       ... -79.77576  -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
123,"[[-33.64611  -33.64611  -33.64611  ... -33.55208  -33.55208  -33.55208 ]
 [-36.54339  -36.54339  -36.54339  ... -45.07624  -45.07624  -45.07624 ]
 [-39.916954 -39.916954 -39.916954 ... -43.259506 -43.259506 -43.259506]
 ...
 [-72.470345 -72.470345 -72.470345 ... -76.414536 -76.414536 -76.414536]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
124,"[[-40.77397977 -40.77397977 -40.20081099 ... -32.54637533 -32.68166418
  -32.68166418]
 [-43.2357606  -43.2357606  -43.82521165 ... -54.71433807 -54.94943838
  -54.94943838]
 [-46.78823064 -46.78823064 -47.40784371 ... -57.21824889 -55.2922215
  -55.2922215 ]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
125,"[[-36.132698 -36.132698 -36.78094  ... -50.189243 -51.290867 -51.290867]
 [-44.03269  -44.03269  -43.608505 ... -51.555134 -52.493233 -52.493233]
 [-45.442673 -45.442673 -45.77041  ... -55.127743 -54.67997  -54.67997 ]
 ...
 [-80.       -80.       -79.82629  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
126,"[[-36.132698 -36.132698 -36.78094  ... -50.189243 -51.290867 -51.290867]
 [-44.03269  -44.03269  -43.608505 ... -51.555134 -52.493233 -52.493233]
 [-45.442673 -45.442673 -45.77041  ... -55.127743 -54.67997  -54.67997 ]
 ...
 [-80.       -80.       -79.82629  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
127,"[[-36.132698 -36.132698 -36.78094  ... -50.189243 -51.290867 -51.290867]
 [-44.03269  -44.03269  -43.608505 ... -51.555134 -52.493233 -52.493233]
 [-45.442673 -45.442673 -45.77041  ... -55.127743 -54.67997  -54.67997 ]
 ...
 [-80.       -80.       -79.82629  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
128,"[[-23.881447 -23.881447 -23.881447 ... -32.43897  -32.43897  -32.43897 ]
 [-37.301105 -37.301105 -37.301105 ... -35.178627 -35.178627 -35.178627]
 [-37.38161  -37.38161  -37.38161  ... -41.458477 -41.458477 -41.458477]
 ...
 [-59.863842 -59.863842 -59.863842 ... -80.       -80.       -80.      ]
 [-66.72242  -66.72242  -66.72242  ... -80.       -80.       -80.      ]
 [-77.45063  -77.45063  -77.45063  ... -80.       -80.       -80.      ]]",03
129,"[[-34.03109155 -34.03109155 -34.60139873 ... -50.05285176 -50.54410094
  -50.54410094]
 [-42.3837612  -42.3837612  -42.09844482 ... -54.54840192 -55.00537106
  -55.00537106]
 [-43.36840846 -43.36840846 -43.72338084 ... -64.88721882 -66.08645297
  -66.08645297]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
130,"[[-35.180176 -35.180176 -34.948856 ... -40.06408  -40.157524 -40.157524]
 [-39.86733  -39.86733  -39.836674 ... -45.575478 -45.734047 -45.734047]
 [-40.07299  -40.07299  -40.548615 ... -53.872597 -53.80088  -53.80088 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
131,"[[-35.180176 -35.180176 -34.948856 ... -40.06408  -40.157524 -40.157524]
 [-39.86733  -39.86733  -39.836674 ... -45.575478 -45.734047 -45.734047]
 [-40.07299  -40.07299  -40.548615 ... -53.872597 -53.80088  -53.80088 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
132,"[[-35.180176 -35.180176 -34.948856 ... -40.06408  -40.157524 -40.157524]
 [-39.86733  -39.86733  -39.836674 ... -45.575478 -45.734047 -45.734047]
 [-40.07299  -40.07299  -40.548615 ... -53.872597 -53.80088  -53.80088 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
133,"[[-27.956856 -27.956856 -27.956856 ... -33.842052 -33.842052 -33.842052]
 [-33.042244 -33.042244 -33.042244 ... -38.833237 -38.833237 -38.833237]
 [-33.807667 -33.807667 -33.807667 ... -46.70429  -46.70429  -46.70429 ]
 ...
 [-68.57179  -68.57179  -68.57179  ... -80.       -80.       -80.      ]
 [-75.61592  -75.61592  -75.61592  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
134,"[[-30.29723626 -30.29723626 -30.24197915 ... -42.24784266 -42.21965411
  -42.21965411]
 [-38.05966363 -38.05966363 -37.92500439 ... -42.01018113 -41.99392574
  -41.99392574]
 [-35.49824111 -35.49824111 -35.99969087 ... -47.99762201 -47.89578548
  -47.89578548]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
135,"[[-41.182    -41.182    -39.576794 ... -39.16027  -39.470573 -39.470573]
 [-38.53578  -38.53578  -38.766945 ... -44.940834 -44.171333 -44.171333]
 [-49.411686 -49.411686 -48.98844  ... -49.086475 -48.00544  -48.00544 ]
 ...
 [-80.       -80.       -79.93355  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
136,"[[-41.182    -41.182    -39.576794 ... -39.16027  -39.470573 -39.470573]
 [-38.53578  -38.53578  -38.766945 ... -44.940834 -44.171333 -44.171333]
 [-49.411686 -49.411686 -48.98844  ... -49.086475 -48.00544  -48.00544 ]
 ...
 [-80.       -80.       -79.93355  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
137,"[[-41.182    -41.182    -39.576794 ... -39.16027  -39.470573 -39.470573]
 [-38.53578  -38.53578  -38.766945 ... -44.940834 -44.171333 -44.171333]
 [-49.411686 -49.411686 -48.98844  ... -49.086475 -48.00544  -48.00544 ]
 ...
 [-80.       -80.       -79.93355  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
138,"[[-42.838566 -42.803127 -39.75563  ... -52.64879  -55.448574 -55.481133]
 [-40.214676 -40.220352 -40.70842  ... -50.92022  -50.546387 -50.542038]
 [-49.456    -49.44758  -48.72333  ... -51.64585  -49.167763 -49.138947]
 ...
 [-80.       -79.99742  -79.77555  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
139,"[[-41.44044666 -41.44044666 -39.39118697 ... -40.84531883 -40.19813574
  -40.19813574]
 [-38.35644836 -38.35644836 -38.13006773 ... -50.10202652 -50.72686072
  -50.72686072]
 [-46.50227697 -46.50227697 -46.38026857 ... -51.69324473 -50.78974544
  -50.78974544]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
140,"[[-33.710426 -33.710426 -33.451347 ... -35.583908 -34.533188 -34.533188]
 [-41.160736 -41.160736 -41.785885 ... -40.209072 -39.996456 -39.996456]
 [-41.673706 -41.673706 -42.42545  ... -44.507877 -43.84168  -43.84168 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
141,"[[-33.710426 -33.710426 -33.451347 ... -35.583908 -34.533188 -34.533188]
 [-41.160736 -41.160736 -41.785885 ... -40.209072 -39.996456 -39.996456]
 [-41.673706 -41.673706 -42.42545  ... -44.507877 -43.84168  -43.84168 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
142,"[[-33.710426 -33.710426 -33.451347 ... -35.583908 -34.533188 -34.533188]
 [-41.160736 -41.160736 -41.785885 ... -40.209072 -39.996456 -39.996456]
 [-41.673706 -41.673706 -42.42545  ... -44.507877 -43.84168  -43.84168 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
143,"[[-26.493198 -26.493198 -26.493198 ... -29.468246 -29.468246 -29.468246]
 [-35.336502 -35.336502 -35.336502 ... -42.1731   -42.1731   -42.1731  ]
 [-35.20494  -35.20494  -35.20494  ... -41.220234 -41.220234 -41.220234]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
144,"[[-31.86440563 -31.86440563 -31.82918231 ... -36.52367221 -36.62225161
  -36.62225161]
 [-48.68663031 -48.68663031 -49.61233342 ... -49.28696073 -49.45132035
  -49.45132035]
 [-41.36106624 -41.36106624 -42.0462324  ... -54.35273549 -55.89885211
  -55.89885211]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
145,"[[-38.224693 -38.224693 -38.144966 ... -45.17185  -45.736122 -45.736122]
 [-42.498108 -42.498108 -42.754665 ... -43.192276 -42.766693 -42.766693]
 [-42.1454   -42.1454   -42.51674  ... -47.686172 -45.842766 -45.842766]
 ...
 [-80.       -80.       -80.       ... -74.347404 -75.211    -75.211   ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
146,"[[-38.224693 -38.224693 -38.144966 ... -45.17185  -45.736122 -45.736122]
 [-42.498108 -42.498108 -42.754665 ... -43.192276 -42.766693 -42.766693]
 [-42.1454   -42.1454   -42.51674  ... -47.686172 -45.842766 -45.842766]
 ...
 [-80.       -80.       -80.       ... -74.347404 -75.211    -75.211   ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
147,"[[-38.224693 -38.224693 -38.144966 ... -45.17185  -45.736122 -45.736122]
 [-42.498108 -42.498108 -42.754665 ... -43.192276 -42.766693 -42.766693]
 [-42.1454   -42.1454   -42.51674  ... -47.686172 -45.842766 -45.842766]
 ...
 [-80.       -80.       -80.       ... -74.347404 -75.211    -75.211   ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
148,"[[-33.85858  -33.85858  -33.841755 ... -42.45381  -43.39771  -43.39771 ]
 [-37.94899  -37.94899  -38.19416  ... -43.20338  -43.451218 -43.451218]
 [-37.576385 -37.576385 -38.00554  ... -46.151352 -44.775497 -44.775497]
 ...
 [-80.       -80.       -79.534294 ... -72.606895 -72.80092  -72.80092 ]
 [-80.       -80.       -80.       ... -77.6535   -76.86317  -76.86317 ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
149,"[[-33.14068702 -33.14068702 -33.24014336 ... -48.78152002 -50.035467
  -50.035467  ]
 [-59.51830067 -59.51830067 -58.32760618 ... -44.32157432 -45.31930336
  -45.31930336]
 [-49.42858078 -49.42858078 -50.12040074 ... -46.12497707 -46.85732448
  -46.85732448]
 ...
 [-80.         -80.         -79.45778313 ... -79.76448475 -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
150,"[[-37.09697  -37.09697  -36.520306 ... -31.724699 -32.644268 -32.644268]
 [-55.194817 -55.194817 -53.11491  ... -37.24047  -35.923576 -35.923576]
 [-54.861027 -54.861027 -53.586304 ... -43.429855 -42.24082  -42.24082 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
151,"[[-37.09697  -37.09697  -36.520306 ... -31.724699 -32.644268 -32.644268]
 [-55.194817 -55.194817 -53.11491  ... -37.24047  -35.923576 -35.923576]
 [-54.861027 -54.861027 -53.586304 ... -43.429855 -42.24082  -42.24082 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
152,"[[-37.09697  -37.09697  -36.520306 ... -31.724699 -32.644268 -32.644268]
 [-55.194817 -55.194817 -53.11491  ... -37.24047  -35.923576 -35.923576]
 [-54.861027 -54.861027 -53.586304 ... -43.429855 -42.24082  -42.24082 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
153,"[[-37.096962 -37.096962 -36.520298 ... -31.724674 -32.644238 -32.644238]
 [-55.194805 -55.194805 -53.1149   ... -37.240463 -35.923553 -35.923553]
 [-54.86102  -54.86102  -53.586296 ... -43.42974  -42.240677 -42.240677]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
154,"[[-31.53773178 -31.53773178 -31.30868509 ... -36.25908865 -36.53707242
  -36.53707242]
 [-46.43878807 -46.43878807 -45.55732528 ... -40.9434725  -41.07944479
  -41.07944479]
 [-49.04244903 -49.04244903 -50.07964226 ... -45.93011513 -45.41608223
  -45.41608223]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
155,"[[-39.098545 -39.098545 -39.499493 ... -40.982597 -42.35272  -42.35272 ]
 [-41.869766 -41.869766 -42.354435 ... -48.273193 -48.871956 -48.871956]
 [-48.709053 -48.709053 -48.33303  ... -51.706127 -51.993866 -51.993866]
 ...
 [-80.       -80.       -78.7798   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
156,"[[-39.098545 -39.098545 -39.499493 ... -40.982597 -42.35272  -42.35272 ]
 [-41.869766 -41.869766 -42.354435 ... -48.273193 -48.871956 -48.871956]
 [-48.709053 -48.709053 -48.33303  ... -51.706127 -51.993866 -51.993866]
 ...
 [-80.       -80.       -78.7798   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
157,"[[-39.098545 -39.098545 -39.499493 ... -40.982597 -42.35272  -42.35272 ]
 [-41.869766 -41.869766 -42.354435 ... -48.273193 -48.871956 -48.871956]
 [-48.709053 -48.709053 -48.33303  ... -51.706127 -51.993866 -51.993866]
 ...
 [-80.       -80.       -78.7798   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
158,"[[-36.3613   -36.3613   -37.16042  ... -32.398396 -33.159412 -33.159412]
 [-40.30507  -40.30507  -40.85331  ... -48.610176 -46.86064  -46.86064 ]
 [-45.905098 -45.905098 -45.254467 ... -52.260166 -51.31623  -51.31623 ]
 ...
 [-79.04983  -79.04983  -76.86421  ... -80.       -80.       -80.      ]
 [-80.       -80.       -79.450066 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
159,"[[-34.37147529 -34.37147529 -35.1230624  ... -43.52935984 -43.99456026
  -43.99456026]
 [-39.55459189 -39.55459189 -40.09522341 ... -53.29448167 -53.62058605
  -53.62058605]
 [-50.21061217 -50.21061217 -49.86810807 ... -52.3964986  -52.07027973
  -52.07027973]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
160,"[[-35.81019  -35.81019  -35.10468  ... -32.71254  -33.637455 -33.637455]
 [-39.862953 -39.862953 -40.48266  ... -35.48446  -35.69429  -35.69429 ]
 [-46.765488 -46.765488 -46.81512  ... -39.59647  -38.743237 -38.743237]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
161,"[[-35.81019  -35.81019  -35.10468  ... -32.71254  -33.637455 -33.637455]
 [-39.862953 -39.862953 -40.48266  ... -35.48446  -35.69429  -35.69429 ]
 [-46.765488 -46.765488 -46.81512  ... -39.59647  -38.743237 -38.743237]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
162,"[[-35.81019  -35.81019  -35.10468  ... -32.71254  -33.637455 -33.637455]
 [-39.862953 -39.862953 -40.48266  ... -35.48446  -35.69429  -35.69429 ]
 [-46.765488 -46.765488 -46.81512  ... -39.59647  -38.743237 -38.743237]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
163,"[[-35.629494 -35.629494 -34.61477  ... -34.11709  -35.237316 -35.237316]
 [-39.760544 -39.760544 -40.161324 ... -39.324177 -40.740307 -40.740307]
 [-47.536198 -47.536198 -47.371483 ... -45.95113  -46.783524 -46.783524]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
164,"[[-32.7490918  -32.7490918  -32.34412943 ... -29.7065888  -29.93094317
  -29.93094317]
 [-37.98214498 -37.98214498 -38.246252   ... -32.37670713 -32.19112991
  -32.19112991]
 [-42.33746538 -42.33746538 -42.02819937 ... -39.29695676 -38.86474015
  -38.86474015]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
165,"[[-31.915901 -31.915901 -31.766632 ... -29.517002 -29.890003 -29.890003]
 [-36.88631  -36.88631  -36.93753  ... -35.993263 -37.090942 -37.090942]
 [-38.423813 -38.423813 -38.82991  ... -38.97502  -39.22297  -39.22297 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
166,"[[-31.915901 -31.915901 -31.766632 ... -29.517002 -29.890003 -29.890003]
 [-36.88631  -36.88631  -36.93753  ... -35.993263 -37.090942 -37.090942]
 [-38.423813 -38.423813 -38.82991  ... -38.97502  -39.22297  -39.22297 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
167,"[[-31.915901 -31.915901 -31.766632 ... -29.517002 -29.890003 -29.890003]
 [-36.88631  -36.88631  -36.93753  ... -35.993263 -37.090942 -37.090942]
 [-38.423813 -38.423813 -38.82991  ... -38.97502  -39.22297  -39.22297 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
168,"[[-30.460289 -30.460289 -30.460289 ... -30.36161  -30.36161  -30.36161 ]
 [-38.854736 -38.854736 -38.854736 ... -29.226704 -29.226704 -29.226704]
 [-36.619404 -36.619404 -36.619404 ... -35.292465 -35.292465 -35.292465]
 ...
 [-73.96817  -73.96817  -73.96817  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
169,"[[-31.9246101  -31.9246101  -31.77514334 ... -29.47267491 -29.83145431
  -29.83145431]
 [-36.89371119 -36.89371119 -36.94490856 ... -36.12732221 -37.24773994
  -37.24773994]
 [-38.43339697 -38.43339697 -38.8395276  ... -38.99691497 -39.25860228
  -39.25860228]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
170,"[[-32.769524 -32.769524 -32.936714 ... -39.932888 -41.500458 -41.500458]
 [-38.705902 -38.705902 -38.573692 ... -48.81986  -51.819057 -51.819057]
 [-37.955315 -37.955315 -38.860947 ... -51.415268 -52.3343   -52.3343  ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
171,"[[-32.769524 -32.769524 -32.936714 ... -39.932888 -41.500458 -41.500458]
 [-38.705902 -38.705902 -38.573692 ... -48.81986  -51.819057 -51.819057]
 [-37.955315 -37.955315 -38.860947 ... -51.415268 -52.3343   -52.3343  ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
172,"[[-32.769524 -32.769524 -32.936714 ... -39.932888 -41.500458 -41.500458]
 [-38.705902 -38.705902 -38.573692 ... -48.81986  -51.819057 -51.819057]
 [-37.955315 -37.955315 -38.860947 ... -51.415268 -52.3343   -52.3343  ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
173,"[[-32.03396  -32.104984 -32.298378 ... -45.836433 -48.25077  -49.13745 ]
 [-37.43082  -37.462963 -37.550484 ... -50.197914 -50.329216 -50.377434]
 [-36.78386  -37.210278 -38.371365 ... -57.439205 -58.525204 -58.92404 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
174,"[[-31.98544139 -31.98544139 -32.28036435 ... -44.400004   -45.36627
  -45.36627   ]
 [-38.47947375 -38.47947375 -38.4249697  ... -49.4548023  -50.65120732
  -50.65120732]
 [-36.85647447 -36.85647447 -37.6359372  ... -54.62203181 -55.22112999
  -55.22112999]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
175,"[[-38.522663 -38.522663 -37.758278 ... -37.69588  -36.10344  -36.10344 ]
 [-48.089275 -48.089275 -47.432972 ... -38.515488 -37.338856 -37.338856]
 [-46.38012  -46.38012  -46.53958  ... -41.769096 -40.211086 -40.211086]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
176,"[[-38.522663 -38.522663 -37.758278 ... -37.69588  -36.10344  -36.10344 ]
 [-48.089275 -48.089275 -47.432972 ... -38.515488 -37.338856 -37.338856]
 [-46.38012  -46.38012  -46.53958  ... -41.769096 -40.211086 -40.211086]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
